ortho,type,post90,cgram,genre,nombre,infover,lemme
sans-grade,2,sans-grade/sans-grades,NOM,m,,,sans-grade
satisfecit,2,satisfécit/satisfécits,NOM,m,,,satisfecit
sauf-conduit,1,saufconduit,NOM,m,s,,sauf-conduit
sauf-conduits,1,saufconduits,NOM,m,p,,sauf-conduit
saute-mouton,2,saute-mouton/saute-moutons,NOM,m,,,saute-mouton
scampi,1,scampis,NOM,m,p,,scampi
scenarii,1,scénarios,NOM,m,p,,scenarii
scénarii,1,scénarios,NOM,m,p,,scénario
second-maître,1,second-maitre,NOM,m,s,,second-maître
senestre,1,sénestre,ADJ,f,s,,senestre
senior,1,sénior,NOM,m,s,,senior
seniors,1,séniors,NOM,m,p,,senior
serpillière,1,serpillère,NOM,f,s,,serpillière
serpillières,1,serpillères,NOM,f,p,,serpillière
serre-livres,2,serre-livre/serre-livres,NOM,m,,,serre-livres
side-car,1,sidecar,NOM,m,s,,side-car
side-cars,1,sidecars,NOM,m,p,,side-car
siégera,1,siègera,VER,,,ind:fut:3s;,siéger
siégerai,1,siègerai,VER,,,ind:fut:1s;,siéger
siégeraient,1,siègeraient,VER,,,cnd:pre:3p;,siéger
siégerait,1,siègerait,VER,,,cnd:pre:3s;,siéger
siégeras,1,siègeras,VER,,,ind:fut:2s;,siéger
siégerons,1,siègerons,VER,,,ind:fut:1p;,siéger
siégeront,1,siègeront,VER,,,ind:fut:3p;,siéger
sketches,1,sketchs,NOM,m,p,,sketch
skunks,1,sconses,NOM,m,,,skunks
social-traître,1,social-traitre,NOM,m,s,,social-traître
soli,1,solos,NOM,m,p,,solo
sombrero,1,sombréro,NOM,m,s,,sombrero
sombreros,1,sombréros,NOM,m,p,,sombrero
sorgho,1,sorgo,NOM,m,s,,sorgho
sotie,1,sottie,NOM,f,s,,sotie
souchette,1,souchète,NOM,f,s,,souchette
soufflette,1,soufflète,VER,,,imp:pre:2s;ind:pre:3s;,souffleter
soufflettent,1,soufflètent,VER,,,ind:pre:3p;,souffleter
soufflettes,1,soufflètes,VER,,,ind:pre:2s;,souffleter
souffre-douleur,2,souffre-douleur/souffre-douleurs,NOM,m,,,souffre-douleur
sous-gorge,2,sous-gorge/sous-gorges,NOM,f,,,sous-gorge
sous-maîtresse,1,sous-maitresse,NOM,f,s,,sous-maîtresse
sous-prieur,1,sous-prieurs,NOM,m,p,,sous-prieur
sous-verge,2,sous-verge/sous-verges,NOM,m,,,sous-verge
sous-verre,2,sous-verre/sous-verres,NOM,m,,,sous-verre
soûl,1,soul,ADJ,m,s,,soûl
soûlait,1,soulait,VER,,,ind:imp:3s;,soûler
soûlant,1,soulant,ADJ,m,s,,soûlant
soûlant,1,soulant,VER,,,par:pre;,soûler
soûlante,1,soulante,ADJ,f,s,,soûlant
soûlard,1,soulard,ADJ,m,s,,soûlard
soûlard,1,soulard,NOM,m,s,,soûlard
soûlarde,1,soularde,NOM,f,s,,soûlard
soûlards,1,soulards,ADJ,m,p,,soûlard
soûlards,1,soulards,NOM,m,p,,soûlard
soûlaud,1,soulaud,ADJ,m,s,,soûlaud
soûlauds,1,soulauds,ADJ,m,p,,soûlaud
soûle,1,soule,ADJ,f,s,,soûl
soûle,1,soule,VER,,,imp:pre:2s;ind:pre:1s;ind:pre:3s;,soûler
soûlent,1,soulent,VER,,,ind:pre:3p;,soûler
soûler,1,souler,VER,,,inf;,soûler
soûlerais,1,soulerais,VER,,,cnd:pre:1s;,soûler
soûlerait,1,soulerait,VER,,,cnd:pre:3s;,soûler
soûlerie,1,soulerie,NOM,f,s,,soûlerie
soûlez,1,soulez,VER,,,imp:pre:2p;ind:pre:2p;,soûler
soûlographe,1,soulographe,NOM,,s,,soûlographe
soûlographie,1,soulographie,NOM,f,s,,soûlographie
soûlons,1,soulons,VER,,,imp:pre:1p;,soûler
soûlot,1,soulot,NOM,m,s,,soûlot
soûlots,1,soulots,NOM,m,p,,soûlot
soûls,1,souls,ADJ,m,p,,soûl
soûlèrent,1,soulèrent,VER,,,ind:pas:3p;,soûler
soûlé,1,soulé,VER,m,s,par:pas;,soûler
soûlée,1,soulée,VER,f,s,par:pas;,soûler
soûlées,1,soulées,VER,f,p,par:pas;,soûler
soûlés,1,soulés,VER,m,p,par:pas;,soûler
statu quo,1,statuquo,NOM,m,s,,statu quo
stimuli,1,stimulus,NOM,m,p,,stimulus
strip-tease,1,striptease,NOM,m,s,,strip-tease
strip-teases,1,stripteases,NOM,m,p,,strip-tease
strip-teaseur,1,stripteaseur,NOM,m,s,,strip-teaseur
strip-teaseurs,1,stripteaseurs,NOM,m,p,,strip-teaseur
strip-teaseuse,1,stripteaseuse,NOM,f,s,,strip-teaseur
strip-teaseuses,1,stripteaseuses,NOM,f,p,,strip-teaseur
subaiguë,1,subaigüe,ADJ,f,s,,subaigu
succédera,1,succèdera,VER,,,ind:fut:3s;,succéder
succéderai,1,succèderai,VER,,,ind:fut:1s;,succéder
succéderaient,1,succèderaient,VER,,,cnd:pre:3p;,succéder
succéderait,1,succèderait,VER,,,cnd:pre:3s;,succéder
succéderas,1,succèderas,VER,,,ind:fut:2s;,succéder
succéderez,1,succèderez,VER,,,ind:fut:2p;,succéder
succéderiez,1,succèderiez,VER,,,cnd:pre:2p;,succéder
succéderont,1,succèderont,VER,,,ind:fut:3p;,succéder
suggérera,1,suggèrera,VER,,,ind:fut:3s;,suggérer
suggérerai,1,suggèrerai,VER,,,ind:fut:1s;,suggérer
suggérerais,1,suggèrerais,VER,,,cnd:pre:1s;cnd:pre:2s;,suggérer
suggérerait,1,suggèrerait,VER,,,cnd:pre:3s;,suggérer
suraiguë,1,suraigüe,ADJ,f,s,,suraigu
suraiguës,1,suraigües,ADJ,f,p,,suraigu
surcoût,1,surcout,NOM,m,s,,surcoût
surcroît,1,surcroit,NOM,m,s,,surcroît
surcroîts,1,surcroits,NOM,m,p,,surcroît
surentraînement,1,surentrainement,NOM,m,s,,surentraînement
surentraîné,1,surentrainé,ADJ,m,s,,surentraîné
surentraînées,1,surentrainées,VER,f,p,par:pas;,surentraîner
surentraînées,1,surentrainées,ADJ,f,p,,surentraîné
surentraînés,1,surentrainés,VER,m,p,par:pas;,surentraîner
surentraînés,1,surentrainés,ADJ,m,p,,surentraîné
suroît,1,suroit,NOM,m,s,,suroît
suroîts,1,suroits,NOM,m,p,,suroît
surpiqûres,1,surpiqures,NOM,f,p,,surpiqûre
surseoir,1,sursoir,VER,,,inf;,surseoir
sèche-cheveux,2,sèche-cheveu/sèche-cheveux,NOM,m,,,sèche-cheveux
sèche-linge,2,sèche-linge/sèche-linges,NOM,m,,,sèche-linge
sèche-mains,2,sèche-main/sèche-mains,NOM,m,,,sèche-mains
séchera,1,sèchera,VER,,,ind:fut:3s;,sécher
sécherai,1,sècherai,VER,,,ind:fut:1s;,sécher
sécheraient,1,sècheraient,VER,,,cnd:pre:3p;,sécher
sécherais,1,sècherais,VER,,,cnd:pre:1s;cnd:pre:2s;,sécher
sécherait,1,sècherait,VER,,,cnd:pre:3s;,sécher
sécheresse,1,sècheresse,NOM,f,s,,sécheresse
sécheresses,1,sècheresses,NOM,f,p,,sécheresse
sécherez,1,sècherez,VER,,,ind:fut:2p;,sécher
sécherie,1,sècherie,NOM,f,s,,sécherie
sécheries,1,sècheries,NOM,f,p,,sécherie
sécheront,1,sècheront,VER,,,ind:fut:3p;,sécher
sénevé,1,sènevé,NOM,m,s,,sénevé
sûrement,1,surement,ADV,,,,sûrement
sûreté,1,sureté,NOM,f,s,,sûreté
sûretés,1,suretés,NOM,f,p,,sûreté
tailles-douces,1,taille-douces,NOM,f,p,,taille-douce
tam-tam,1,tamtam,NOM,m,s,,tam-tam
tam-tams,1,tamtams,NOM,m,p,,tam-tam
tape-cul,1,tapecul,NOM,m,s,,tape-cul
taste-vin,2,taste-vin/taste-vins,NOM,m,,,taste-vin
tempéreraient,1,tempèreraient,VER,,,cnd:pre:3p;,tempérer
tempérerait,1,tempèrerait,VER,,,cnd:pre:3s;,tempérer
tennismen,1,tennismans,NOM,m,p,,tennisman
terre-plein,1,terreplein,NOM,m,s,,terre-plein
terre-pleins,1,terrepleins,NOM,m,p,,terre-plein
tire-bouchon,1,tirebouchon,NOM,m,s,,tire-bouchon
tire-bouchonnaient,1,tirebouchonnaient,VER,,,ind:imp:3p;,tire-bouchonner
tire-bouchonnant,1,tirebouchonnant,VER,,,par:pre;,tire-bouchonner
tire-bouchonne,1,tirebouchonne,VER,,,ind:pre:3s;,tire-bouchonner
tire-bouchonnent,1,tirebouchonnent,VER,,,ind:pre:3p;,tire-bouchonner
tire-bouchonné,1,tirebouchonné,VER,m,s,par:pas;,tire-bouchonner
tire-bouchonnés,1,tirebouchonnés,VER,m,p,par:pas;,tire-bouchonner
tire-bouchons,1,tirebouchons,NOM,m,p,,tire-bouchon
tire-laine,2,tire-laine/tire-laines,NOM,m,,,tire-laine
tire-lait,2,tire-lait/tire-laits,NOM,m,,,tire-lait
tire-lire,2,tire-lire/tire-lires,NOM,m,,,tire-lire
tohu-bohu,2,tohubohu/tohubohus,NOM,m,,,tohu-bohu
tolérera,1,tolèrera,VER,,,ind:fut:3s;,tolérer
tolérerai,1,tolèrerai,VER,,,ind:fut:1s;,tolérer
tolérerais,1,tolèrerais,VER,,,cnd:pre:1s;,tolérer
tolérerait,1,tolèrerait,VER,,,cnd:pre:3s;,tolérer
tolérerions,1,tolèrerions,VER,,,cnd:pre:1p;,tolérer
tolérerons,1,tolèrerons,VER,,,ind:fut:1p;,tolérer
toléreront,1,tolèreront,VER,,,ind:fut:3p;,tolérer
toquade,1,tocade,NOM,f,s,,toquade
toquades,1,tocades,NOM,f,p,,toquade
tord-boyaux,2,tord-boyau/tord-boyaux,NOM,m,,,tord-boyaux
tories,1,torys,NOM,m,p,,tories
train-train,2,traintrain/traintrains,NOM,m,,,train-train
transférera,1,transfèrera,VER,,,ind:fut:3s;,transférer
transférerai,1,transfèrerai,VER,,,ind:fut:1s;,transférer
transférerait,1,transfèrerait,VER,,,cnd:pre:3s;,transférer
transféreras,1,transfèreras,VER,,,ind:fut:2s;,transférer
transférerez,1,transfèrerez,VER,,,ind:fut:2p;,transférer
transférerons,1,transfèrerons,VER,,,ind:fut:1p;,transférer
transféreront,1,transfèreront,VER,,,ind:fut:3p;,transférer
transparaît,1,transparait,VER,,,ind:pre:3s;,transparaître
transparaître,1,transparaitre,VER,,,inf;,transparaître
traîna,1,traina,VER,,,ind:pas:3s;,traîner
traînage,1,trainage,NOM,m,s,,traînage
traînai,1,trainai,VER,,,ind:pas:1s;,traîner
traînaient,1,trainaient,VER,,,ind:imp:3p;,traîner
traînaillait,1,trainaillait,VER,,,ind:imp:3s;,traînailler
traînaillant,1,trainaillant,VER,,,par:pre;,traînailler
traînaille,1,trainaille,VER,,,ind:pre:3s;,traînailler
traînailler,1,trainailler,VER,,,inf;,traînailler
traînaillons,1,trainaillons,VER,,,imp:pre:1p;,traînailler
traînaillé,1,trainaillé,VER,m,s,par:pas;,traînailler
traînais,1,trainais,VER,,,ind:imp:1s;ind:imp:2s;,traîner
traînait,1,trainait,VER,,,ind:imp:3s;,traîner
traînant,1,trainant,ADJ,m,s,,traînant
traînant,1,trainant,VER,,,par:pre;,traîner
traînante,1,trainante,ADJ,f,s,,traînant
traînantes,1,trainantes,ADJ,f,p,,traînant
traînants,1,trainants,ADJ,m,p,,traînant
traînard,1,trainard,ADJ,m,s,,traînard
traînard,1,trainard,NOM,m,s,,traînard
traînarde,1,trainarde,ADJ,f,s,,traînard
traînarde,1,trainarde,NOM,f,s,,traînard
traînards,1,trainards,ADJ,m,p,,traînard
traînards,1,trainards,NOM,m,p,,traînard
traînassaient,1,trainassaient,VER,,,ind:imp:3p;,traînasser
traînassais,1,trainassais,VER,,,ind:imp:1s;,traînasser
traînassait,1,trainassait,VER,,,ind:imp:3s;,traînasser
traînassant,1,trainassant,VER,,,par:pre;,traînasser
traînasse,1,trainasse,VER,,,imp:pre:2s;ind:pre:1s;ind:pre:3s;,traînasser
traînassent,1,trainassent,VER,,,ind:pre:3p;,traînasser
traînasser,1,trainasser,VER,,,inf;,traînasser
traînasserai,1,trainasserai,VER,,,ind:fut:1s;,traînasser
traînasses,1,trainasses,VER,,,ind:pre:2s;,traînasser
traînassez,1,trainassez,VER,,,imp:pre:2p;,traînasser
traînassons,1,trainassons,VER,,,ind:pre:1p;,traînasser
traînassé,1,trainassé,VER,m,s,par:pas;,traînasser
traîne,1,traine,NOM,f,s,,traîne
traîne,1,traine,VER,,,imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;,traîner
traîne-misère,2,traine-misère/traine-misères,NOM,m,,,traîne-misère
traîne-patins,2,traine-patin/traine-patins,NOM,m,,,traîne-patins
traîne-savate,1,traine-savate,NOM,m,s,,traîne-savate
traîne-savates,2,traine-savate/traine-savates,NOM,m,,,traîne-savates
traîne-semelle,1,traine-semelle,NOM,,s,,traîne-semelle
traîne-semelles,2,traine-semelle/traine-semelles,NOM,m,,,traîne-semelles
traîneau,1,traineau,NOM,m,s,,traîneau
traîneaux,1,traineaux,NOM,m,p,,traîneau
traînement,1,trainement,NOM,m,s,,traînement
traînent,1,trainent,VER,,,ind:pre:3p;,traîner
traîner,1,trainer,VER,,,inf;;,traîner
traînera,1,trainera,VER,,,ind:fut:3s;,traîner
traînerai,1,trainerai,VER,,,ind:fut:1s;,traîner
traîneraient,1,traineraient,VER,,,cnd:pre:3p;,traîner
traînerais,1,trainerais,VER,,,cnd:pre:1s;cnd:pre:2s;,traîner
traînerait,1,trainerait,VER,,,cnd:pre:3s;,traîner
traîneras,1,traineras,VER,,,ind:fut:2s;,traîner
traînerez,1,trainerez,VER,,,ind:fut:2p;,traîner
traînerons,1,trainerons,VER,,,ind:fut:1p;,traîner
traîneront,1,traineront,VER,,,ind:fut:3p;,traîner
traînes,1,traines,NOM,f,p,,traîne
traînes,1,traines,VER,,,ind:pre:2s;,traîner
traîneur,1,traineur,NOM,m,s,,traîneur
traîneurs,1,traineurs,NOM,m,p,,traîneur
traîneuses,1,traineuses,NOM,f,p,,traîneur
traîneuses,1,traineuses,NOM,f,p,,traîneuse
traînez,1,trainez,VER,,,imp:pre:2p;ind:pre:2p;,traîner
traînier,1,trainier,NOM,m,s,,traînier
traîniez,1,trainiez,VER,,,ind:imp:2p;,traîner
traînions,1,trainions,VER,,,ind:imp:1p;,traîner
traînons,1,trainons,VER,,,imp:pre:1p;ind:pre:1p;,traîner
traînâmes,1,trainâmes,VER,,,ind:pas:1p;,traîner
traînât,1,trainât,VER,,,sub:imp:3s;,traîner
traînèrent,1,trainèrent,VER,,,ind:pas:3p;,traîner
traîné,1,trainé,VER,m,s,par:pas;,traîner
traînée,1,trainée,VER,f,s,par:pas;,traîner
traînée,1,trainée,ADJ,f,s,,traînée
traînée,1,trainée,NOM,f,s,,traînée
traînées,1,trainées,VER,f,p,par:pas;,traîner
traînées,1,trainées,ADJ,f,p,,traînée
traînées,1,trainées,NOM,f,p,,traînée
traînés,1,trainés,VER,m,p,par:pas;,traîner
traître,1,traitre,ADJ,m,s,,traître
traître,1,traitre,NOM,m,s,,traître
traîtres,1,traitres,ADJ,m,p,,traître
traîtres,1,traitres,NOM,m,p,,traître
traîtresse,1,traitresse,ADJ,f,s,,traître
traîtresse,1,traitresse,NOM,f,s,,traîtresse
traîtresses,1,traitresses,ADJ,f,p,,traître
traîtresses,1,traitresses,NOM,f,p,,traîtresse
traîtreusement,1,traitreusement,ADV,,,,traîtreusement
traîtrise,1,traitrise,NOM,f,s,,traîtrise
traîtrises,1,traitrises,NOM,f,p,,traîtrise
tremolos,1,trémolos,NOM,m,p,,tremolo
trolle,1,trole,NOM,f,s,,trolle
trou-trou,1,troutrou,NOM,m,s,,trou-trou
tsé-tsé,2,tsétsé/tsétsés,NOM,f,,,tsé-tsé
tumuli,1,tumulus,NOM,m,p,,tumulus
underground,2,underground/undergrounds,NOM,m,,,underground
vae soli,1,vae solos,ADV,,,,vae soli
vantail,1,ventail,NOM,m,s,,vantail
velum,1,vélum,NOM,m,s,,velum
veto,2,véto/vétos,NOM,m,,,veto
vide-greniers,2,vide-grenier/vide-greniers,NOM,m,,,vide-greniers
vide-ordures,2,vide-ordure/vide-ordures,NOM,m,,,vide-ordures
vide-poches,2,vide-poche/vide-poches,NOM,m,,,vide-poches
volette,1,volète,VER,,,ind:pre:1s;ind:pre:3s;,voleter
volettent,1,volètent,VER,,,ind:pre:3p;,voleter
volley-ball,1,volleyball,NOM,m,s,,volley-ball
voûta,1,vouta,VER,,,ind:pas:3s;,voûter
voûtaient,1,voutaient,VER,,,ind:imp:3p;,voûter
voûtait,1,voutait,VER,,,ind:imp:3s;,voûter
voûtant,1,voutant,VER,,,par:pre;,voûter
voûte,1,voute,NOM,f,s,,voûte
voûte,1,voute,VER,,,imp:pre:2s;ind:pre:3s;,voûter
voûtent,1,voutent,VER,,,ind:pre:3p;,voûter
voûter,1,vouter,VER,,,inf;,voûter
voûtes,1,voutes,NOM,f,p,,voûte
voûtes,1,voutes,VER,,,sub:pre:2s;,voûter
voûtât,1,voutât,VER,,,sub:imp:3s;,voûter
voûtèrent,1,voutèrent,VER,,,ind:pas:3p;,voûter
voûté,1,vouté,VER,m,s,par:pas;,voûter
voûté,1,vouté,ADJ,m,s,,voûté
voûtée,1,voutée,VER,f,s,par:pas;,voûter
voûtée,1,voutée,ADJ,f,s,,voûté
voûtées,1,voutées,VER,f,p,par:pas;,voûter
voûtées,1,voutées,ADJ,f,p,,voûté
voûtés,1,voutés,VER,m,p,par:pas;,voûter
voûtés,1,voutés,ADJ,m,p,,voûté
végéteras,1,végèteras,VER,,,ind:fut:2s;,végéter
végéterez,1,végèterez,VER,,,ind:fut:2p;,végéter
vélo-pousse,1,vélopousse,NOM,m,s,,vélo-pousse
vénerie,1,vènerie,NOM,f,s,,vénerie
vénérera,1,vénèrera,VER,,,ind:fut:3s;,vénérer
vénéreraient,1,vénèreraient,VER,,,cnd:pre:3p;,vénérer
vénérerais,1,vénèrerais,VER,,,cnd:pre:1s;,vénérer
week-end,1,weekend,NOM,m,s,,week-end
week-ends,1,weekends,NOM,m,p,,week-end
whiskies,1,whiskys,NOM,m,p,,whiskies
zakouski,2,zakouski/zakouskis,NOM,m,,,zakouski
à brûle-pourpoint,1,à brule-pourpoint,,,,,à brûle-pourpoint
à brûle-pourpoint,1,à brule-pourpoint,ADV,,,,à_brûle-pourpoint
à cloche-pied,1,à clochepied,,,,,à cloche-pied
à cloche-pied,1,à clochepied,ADV,,,,à_cloche-pied
à-pic,2,à-pic/à-pics,NOM,m,,,à-pic
échevellement,1,échevèlement,NOM,m,s,,échevellement
énumérerai,1,énumèrerai,VER,,,ind:fut:1s;,énumérer
énumérerais,1,énumèrerais,VER,,,cnd:pre:1s;,énumérer
épelle,1,épèle,VER,,,imp:pre:2s;ind:pre:1s;ind:pre:3s;,épeler
épellent,1,épèlent,VER,,,ind:pre:3p;,épeler
épellerais,1,épèlerais,VER,,,cnd:pre:1s;,épeler
épelles,1,épèles,VER,,,ind:pre:2s;,épeler
épluche-légumes,2,épluche-légume/épluche-légumes,NOM,m,,,épluche-légumes
épître,1,épitre,NOM,f,s,,épître
épîtres,1,épitres,NOM,f,p,,épître
étincellement,1,étincèlement,NOM,m,s,,étincellement
étincellements,1,étincèlements,NOM,m,p,,étincellement
étincellent,1,étincèlent,VER,,,ind:pre:3p;,étinceler
étincellera,1,étincèlera,VER,,,ind:fut:3s;,étinceler
étiquettent,1,étiquètent,VER,,,ind:pre:3p;,étiqueter
étouffe-chrétien,2,étouffe-chrétien/étouffe-chrétiens,NOM,m,,,étouffe-chrétien
événement,1,évènement,NOM,m,s,,événement
événementiel,1,évènementiel,ADJ,m,s,,événementiel
événements,1,évènements,NOM,m,p,,événement
île,1,ile,NOM,f,s,,île
îles,1,iles,NOM,f,p,,île
îlette,1,ilette,NOM,f,s,,îlette
îlot,1,ilot,NOM,m,s,,îlot
îlotier,1,ilotier,NOM,m,s,,îlotier
îlots,1,ilots,NOM,m,p,,îlot
