#ligne,Grafie initiale,Lème,Catégorie,Raison,Grafie modifiée
1814,bigleux,bigleux,adj.m.sg.pl.,2,bigleus
1814,bigleux,bigleux,n.m.sg.pl.,2,bigleus
1815,bignolle,bignolle,n.f.,1,bignole
1816,bigophone,bigophone,n.m.,3,bigofone
1817,bigophoner,bigophoner,v.intr.,3,bigofoner
1818,bigorneaux,bigorneau,n.m.pl.,2,bigorneaus
1819,bihebdomadaire,bihebdomadaire,adj.,3,bi-ebdomadaire
1820,bihoreaux,bihoreau,n.m.pl.,2,bihoreaus
1821,bijoux,bijou,n.m.pl.,2,bijous
1822,bilabiaux,bilabial,adj.m.pl.,2,bilabiaus
1823,bilatéraux,bilatéral,adj.m.pl.,2,bilatéraus
1824,bileux,bileux,adj.m.sg.pl.,2,bileus
1825,bilharzie,bilharzie,n.f.,3’,bilarzie
1826,bilharziose,bilharziose,n.f.,3’,bilarziose
1827,bilieux,bilieux,adj.m.sg.pl.,2,bilieus
1828,bill,bill,n.m.,1,bil
1829,billette,billette,n.f.,1,billète
1830,billetterie,billetterie,n.f.,1,billèterie
1831,billettiste,billettiste,n.,1,billétiste
1832,billevesée,billevesée,n.f.,1,bilevesée
1833,billion,billion,n.m.,1,bilion
1834,billonnage,billonnage,n.m.,1,billonage
1835,bimensuelle,bimensuel,adj.f.,1,bimensuèle
1836,bimestrielle,bimestriel,adj.f.,1,bimestrièle
1837,bimétallique,bimétallique,adj.,1,bimétalique
1838,bimétallisme,bimétallisme,n.m.,1,bimétalisme
1839,bimétalliste,bimétalliste,adj.,1,bimétaliste
1839,bimétalliste,bimétalliste,n.,1,bimétaliste
1840,bimillénaire,bimillénaire,adj.,1,bimilénaire
1840,bimillénaire,bimillénaire,n.m.,1,bimilénaire
1841,binationaux,binational,adj.m.pl.,2,binationaus
1841,binationaux,binational,n.m.pl.,2,binationaus
1842,binauraux,binaural,adj.m.pl.,2,binauraus
1843,binette,binette,n.f.,1,binète
1844,binomiaux,binomial,adj.m.pl.,2,binomiaus
1845,biobibliographie,biobibliographie,n.f.,3,biobibliografie
1846,biobibliographique,biobibliographique,adj.,3,biobibliografique
1847,biocatalyseur,biocatalyseur,n.m.,3,biocataliseur
1848,biocœnose,biocœnose,n.f.,* 3,biocénose
1849,biodynamie,biodynamie,n.f.,3,biodinamie
1850,biodynamique,biodynamique,adj.,3,biodinamique
1851,bioéthanol,bioéthanol,n.m.,3,bioétanol
1852,bioéthique,bioéthique,n.f.,3,bioétique
1853,biogéographie,biogéographie,n.f.,3,biogéografie
1854,biogéographique,biogéographique,adj.,3,biogéografique
1855,biographe,biographe,n.,3,biografe
1856,biographie,biographie,n.f.,3,biografie
1857,biographique,biographique,adj.,3,biografique
1858,biomatériaux,biomatériau,n.m.pl.,2,biomatériaus
1859,biomédicaux,biomédical,adj.m.pl.,2,biomédicaus
1860,biophysicien,biophysicien,n.,3,biofisicien
1860,biophysicienne,biophysicien,n.,1 3,biofisiciène
1861,biophysique,biophysique,n.f.,3,biofisique
1861,biophysique,biophysique,adj.,3,biofisique
1862,biorythme,biorythme,n.m.,3,bioritme
1863,biosphère,biosphère,n.f.,3,biosfère
1864,biosynthèse,biosynthèse,n.f.,3,biosintèse
1865,biosynthétique,biosynthétique,adj.,3,biosintétique
1866,biotechnique,biotechnique,n.f.,3,biotecnique
1867,biotechnologie,biotechnologie,n.f.,3,biotecnologie
1868,biotechnologique,biotechnologique,adj.,3,biotecnologique
1869,bioterrorisme,bioterrorisme,n.m.,1,biotérorisme
1870,bioterroriste,bioterroriste,adj.,1,biotéroriste
1870,bioterroriste,bioterroriste,n.,1,biotéroriste
1871,biothèque,biothèque,n.f.,3,biotèque
1872,biothérapie,biothérapie,n.f.,3,biotérapie
1873,biotype,biotype,n.m.,3,biotipe
1874,biotypologie,biotypologie,n.f.,3,biotipologie
1875,bioxyde,bioxyde,n.m.,3,bioxide
1876,bipenne,bipenne,n.f.,1,bipène
1877,bipenné,bipenné,adj.,1,bipéné
1877,bipennée,bipenné,adj.,1,bipénée
1878,biphasé,biphasé,adj.,3,bifasé
1878,biphasée,biphasé,adj.,3,bifasée
1879,biquette,biquette,n.f.,1,biquète
1880,biquotidienne,biquotidien,adj.f.,1,biquotidiène
1881,birapport,birapport,n.m.,1,biraport
1882,bisannuel,bisannuel,adj.,1,bisanuel
1882,bisannuelle,bisannuel,adj.,1,bisanuèle
1883,biscoteaux,biscoteau,n.m.pl.,2,biscoteaus
1884,biscotte,biscotte,n.f.,1,biscote
1885,biscotterie,biscotterie,n.f.,1,biscoterie
1886,biseaux,biseau,n.m.pl.,2,biseaus
1887,bisexuelle,bisexuel,adj.f.,1,bisexuèle
1888,bismuth,bismuth,n.m.,3’,bismut
1889,bismuthé,bismuthé,adj.,3’,bismuté
1889,bismuthée,bismuthé,adj.,3’,bismutée
1890,bisonne,bison,n.f.,1,bisone
1891,bisphénol,bisphénol,n.m.,3,bisfénol
1892,bistouquette,bistouquette,n.f.,1,bistouquète
1893,bitonaux,bitonal,adj.m.pl.,2,bitonaus
1894,bitoniaux,bitoniau,n.m.pl.,2,bitoniaus
1895,bitte,bitte,n.f.,1,bite
1896,bitter,bitter,n.m.,1,biter
1897,bitter,bitter,v.tr.,* 1,biter
1898,bitture,bitture,n.f.,* 1,biture
1899,bitumeux,bitumeux,adj.m.sg.pl.,2,bitumeus
1900,bitumineux,bitumineux,adj.m.sg.pl.,2,bitumineus
1901,biveaux,biveau,n.m.pl.,2,biveaus
1902,bivitellin,bivitellin,adj.,1,bivitélin
1902,bivitelline,bivitellin,adj.,1,bivitéline
1903,bizarre,bizarre,adj.,1,bizare
1904,bizarrement,bizarrement,adv.,1,bizarement
1905,bizarrerie,bizarrerie,n.f.,1,bizarerie
1906,bizarroïde,bizarroïde,adj.,1,bizaroïde
1907,bizuth,bizuth,n.m.,* 3’,bizut
1908,blaff,blaff,n.m.,1,blaf
1909,blaireaux,blaireau,n.m.pl.,2,blaireaus
1910,blanquette,blanquette,n.f.,1,blanquète
1911,blasonner,blasonner,v.tr.,1,blasoner
1912,blasphémateur,blasphémateur,n.,3,blasfémateur
1912,blasphématrice,blasphémateur,n.,3,blasfématrice
1912,blasphémateur,blasphémateur,adj.,3,blasfémateur
1912,blasphématrice,blasphémateur,adj.,3,blasfématrice
1913,blasphématoire,blasphématoire,adj.,3,blasfématoire
1914,blasphème,blasphème,n.m.,3,blasfème
1915,blasphémer,blasphémer,v.,3,blasfémer
1916,blastocyste,blastocyste,n.m.,3,blastociste
1917,blastomyces,blastomyces,n.m.pl.,3,blastomices
1918,blastomycose,blastomycose,n.f.,3,blastomicose
1919,blatte,blatte,n.f.,1,blate
1920,blennie,blennie,n.f.,1,blénie
1921,blenno,blenno,n.f.,1,bléno
1922,blennorragie,blennorragie,n.f.,1,blénoragie
1923,blennorragique,blennorragique,adj.,1,blénoragique
1924,blennorrhée,blennorrhée,n.f.,1 3,blénorée
1925,blépharite,blépharite,n.f.,3,bléfarite
1926,blépharospasme,blépharospasme,n.m.,3,bléfarospasme
1927,blette,blet,adj.,1,blète
1928,blette,blette,n.f.,1,blète
1929,blettir,blettir,v.intr.,1,blétir
1930,blettissement,blettissement,n.m.,1,blétissement
1931,blettissure,blettissure,n.f.,1,blétissure
1932,bleuetterie,bleuetterie,n.f.,1,bleuèterie
1933,blizzard,blizzard,n.m.,1,blizard
1934,blockhaus,blockhaus,n.m.,3’,blockaus
1935,blogosphère,blogosphère,n.f.,3,blogosfère
1936,blondinette,blondinette,n.f.,1,blondinète
1937,blottir (se),blottir (se),v.pron.,1,blotir (se)
1938,bluette,bluette,n.f.,1,bluète
1939,bobinette,bobinette,n.f.,1,bobinète
1940,bobonne,bobonne,n.f.,1,bobone
1941,bobsleigh,bobsleigh,n.m.,3’,bobsleig
1942,bocaux,bocal,n.m.pl.,2,bocaus
1943,bodhisattva,bodhisattva,n.m.,1 3’,bodisatva
1944,boette,boette,n.f.,1,boète
1945,bouette,bouette,n.f.,1,bouète
1946,bœuf,bœuf,n.m.,3’,beuf
1947,boisseaux,boisseau,n.m.pl.,2,boisseaus
1948,boissellerie,boissellerie,n.f.,1,boissèlerie
1949,boiteux,boiteux,adj.m.sg.pl.,2,boiteus
1950,bollard,bollard,n.m.,1,bolard
1951,bombyx,bombyx,n.m.,3,bombix
1952,bonne,bon,adj.,1,bone
1953,bonbonne,bonbonne,n.f.,1,bonbone
1954,bombonne,bombonne,n.f.,1,bombone
1955,bonbonnière,bonbonnière,n.f.,1,bonbonière
1956,bondelle,bondelle,n.f.,1,bondèle
1957,bonheur,bonheur,n.m.,3’,boneur
1958,bonhomie,bonhomie,n.f.,3’,bonomie
1959,bonhomme,bonhomme,n.m.,1 3’,bonome
1960,bonhommie,bonhommie,n.f.,1 3’,bonomie
1961,bonnard,bonnard,adj.,* 1,bonard
1961,bonnarde,bonnard,adj.,* 1,bonarde
1962,bonne,bonne,n.f.,1,bone
1963,bonnement,bonnement,adv.,1,bonement
1964,bonnet,bonnet,n.m.,1,bonet
1965,bonneteau,bonneteau,n.m.,1,boneteau
1965,bonneteaux,bonneteau,n.m.,1 2,boneteaus
1966,bonneterie,bonneterie,n.f.,1,boneterie
1967,bonnèterie,bonnèterie,n.f.,1,bonèterie
1968,bonneteur,bonneteur,n.m.,1,boneteur
1969,bonnetier,bonnetier,n.,1,bonetier
1969,bonnetière,bonnetier,n.,1,bonetière
1970,bonnette,bonnette,n.f.,1,bonète
1971,bonniche,bonniche,n.f.,* 1,boniche
1972,bonshommes,bonshommes,n.m.pl.,1 3’,bonsomes
1973,booléenne,booléen,adj.f.,1,booléène
1974,boqueteaux,boqueteau,n.m.pl.,2,boqueteaus
1975,borborygme,borborygme,n.m.,3,borborigme
1976,bordeaux,bordeaux,n.m.sg.pl.,2,bordeaus
1976,bordeaux,bordeaux,adj.m.sg.pl.,2,bordeaus
1977,bordereaux,bordereau,n.m.pl.,2,bordereaus
1978,bordurette,bordurette,n.f.,1,bordurète
1979,boréaux,boréal,adj.m.pl.,2,boréaus
1980,borréliose,borréliose,n.f.,1,boréliose
1981,bosselle,bosseler,v.tr.,1,bossèle
1982,bossellement,bossellement,n.m.,1,bossèlement
1983,bossette,bossette,n.f.,1,bossète
1984,bostonner,bostonner,v.intr.,1,bostoner
1985,bostryche,bostryche,n.m.,3,bostriche
1986,bothriocéphale,bothriocéphale,n.m.,3,botriocéfale
1987,botrytis,botrytis,n.m.,3,botritis
1988,botte,botte,n.f.,1,bote
1989,bottelage,bottelage,n.m.,1,botelage
1990,botteler,botteler,v.tr.,1,boteler
1990,bottelle,botteler,v.tr.,1,botèle
1991,botteleur,botteleur,n.,1,boteleur
1991,botteleuse,botteleur,n.,1,boteleuse
1992,botter,botter,v.tr.,1,boter
1993,bottier,bottier,n.,1,botier
1993,bottière,bottier,n.,1,botière
1994,bottillon,bottillon,n.m.,1,botillon
1995,bottine,bottine,n.f.,1,botine
1996,boucaux,boucau,n.m.pl.,2,boucaus
1997,bouchonnage,bouchonnage,n.m.,1,bouchonage
1998,bouchonné,bouchonné,adj.,1,bouchoné
1998,bouchonnée,bouchonné,adj.,1,bouchonée
1999,bouchonnement,bouchonnement,n.m.,1,bouchonement
2000,bouchonner,bouchonner,v.tr.,1,bouchoner
2001,bouchonnier,bouchonnier,n.m.,1,bouchonier
2002,bouclette,bouclette,n.f.,1,bouclète
2003,boueux,boueux,adj.m.sg.pl.,2,boueus
2004,bouffant,bouffant,adj.,1,boufant
2004,bouffante,bouffant,adj.,1,boufante
2005,bouffarde,bouffarde,n.f.,1,boufarde
2006,bouffe,bouffe,adj.,1,boufe
2007,bouffe,bouffe,n.f.,1,boufe
2008,bouffée,bouffée,n.f.,1,boufée
2009,bouffer,bouffer,v.,1,boufer
2010,bouffetance,bouffetance,n.f.,1,boufetance
2011,bouffette,bouffette,n.f.,1,boufète
2012,bouffeur,bouffeur,n.,1,boufeur
2012,bouffeuse,bouffeur,n.,1,boufeuse
2013,bouffi,bouffi,adj.,1,boufi
2013,bouffie,bouffi,adj.,1,boufie
2014,bouffir,bouffir,v.,1,boufir
2015,bouffissage,bouffissage,n.m.,1,boufissage
2016,bouffissure,bouffissure,n.f.,1,boufissure
2017,bouffon,bouffon,n.m.,1,boufon
2017,bouffon,bouffon,adj.,1,boufon
2017,bouffonne,bouffon,adj.,1,boufone
2018,bouffonnement,bouffonnement,adv.,1,boufonement
2019,bouffonner,bouffonner,v.intr.,1,boufoner
2020,bouffonnerie,bouffonnerie,n.f.,1,boufonerie
2021,bougainvillée,bougainvillée,n.f.,1,bougainvilée
2022,bougainvillier,bougainvillier,n.m.,1,bougainvilier
2023,bougeotte,bougeotte,n.f.,1,bougeote
2024,bougonne,bougon,adj.,1,bougone
2025,bougonnement,bougonnement,n.m.,1,bougonement
2026,bougonner,bougonner,v.intr.,1,bougoner
2027,bougonneux,bougonneux,adj.,1 2,bougoneus
2027,bougonneuse,bougonneux,adj.,1,bougoneuse
2028,bouillonnant,bouillonnant,adj.,1,bouillonant
2028,bouillonnante,bouillonnant,adj.,1,bouillonante
2029,bouillonné,bouillonné,n.m.,1,bouilloné
2030,bouillonnement,bouillonnement,n.m.,1,bouillonement
2031,bouillonner,bouillonner,v.,1,bouilloner
2032,bouillotte,bouillotte,n.f.,1,bouillote
2033,bouillotter,bouillotter,v.intr.,1,bouilloter
2034,bouleaux,bouleau,n.m.pl.,2,bouleaus
2035,boulette,boulette,n.f.,1,boulète
2036,boulonnage,boulonnage,n.m.,1,boulonage
2037,boulonner,boulonner,v.,1,bouloner
2038,boulonnerie,boulonnerie,n.f.,1,boulonerie
2039,boulotte,boulot,adj.f.,1,boulote
2039,boulotte,boulot,n.f.,1,boulote
2040,boulotter,boulotter,v.,* 1,bouloter
2041,bourbeux,bourbeux,adj.m.sg.pl.,2,bourbeus
2042,bourbonienne,bourbonien,adj.f.,1,bourboniène
2043,bourdonnant,bourdonnant,adj.,1,bourdonant
2043,bourdonnante,bourdonnant,adj.,1,bourdonante
2044,bourdonnement,bourdonnement,n.m.,1,bourdonement
2045,bourdonner,bourdonner,v.intr.,1,bourdoner
2046,bourgeoisiaux,bourgeoisial,adj.m.pl.,2,bourgeoisiaus
2047,bourgeonnement,bourgeonnement,n.m.,1,bourgeonement
2048,bourgeonner,bourgeonner,v.intr.,1,bourgeoner
2049,bourrache,bourrache,n.f.,1,bourache
2050,bourrade,bourrade,n.f.,1,bourade
2051,bourrage,bourrage,n.m.,1,bourage
2052,bourrasque,bourrasque,n.f.,1,bourasque
2053,bourratif,bourratif,adj.,1,bouratif
2053,bourrative,bourratif,adj.,1,bourative
2054,bourre,bourre,n.f.,1,boure
2055,bourre,bourre,n.m.,1,boure
2056,bourré,bourré,adj.,1,bouré
2056,bourrée,bourré,adj.,1,bourée
2057,bourreau,bourreau,n.m.,1,boureau
2057,bourreaux,bourreau,n.m.,1 2,boureaus
2058,bourrée,bourrée,n.f.,1,bourée
2059,bourrèlement,bourrèlement,n.m.,1,bourèlement
2060,bourreler,bourreler,v.tr.,1,boureler
2061,bourrelet,bourrelet,n.m.,1,bourelet
2062,bourrelier,bourrelier,n.,1,bourelier
2062,bourrelière,bourrelier,n.,1,bourelière
2063,bourrellerie,bourrellerie,n.f.,1,bourèlerie
2064,bourrer,bourrer,v.,1,bourer
2065,bourrette,bourrette,n.f.,1,bourète
2066,bourriche,bourriche,n.f.,1,bouriche
2067,bourrichon,bourrichon,n.m.,1,bourichon
2068,bourricot,bourricot,n.m.,1,bouricot
2069,bourride,bourride,n.f.,1,bouride
2070,bourrin,bourrin,n.m.,1,bourin
2070,bourrin,bourrin,adj.,1,bourin
2071,bourrique,bourrique,n.f.,1,bourique
2072,bourriquet,bourriquet,n.m.,1,bouriquet
2073,bourroir,bourroir,n.m.,1,bouroir
2074,bourru,bourru,adj.,1,bouru
2074,bourrue,bourru,adj.,1,bourue
2075,boursoufflage,boursoufflage,n.m.,* 1,boursouflage
2076,boursoufflé,boursoufflé,adj.,* 1,boursouflé
2076,boursoufflée,boursoufflé,adj.,* 1,boursouflée
2077,boursoufflement,boursoufflement,n.m.,* 1,boursouflement
2078,boursouffler,boursouffler,v.tr.,* 1,boursoufler
2079,boursoufflure,boursoufflure,n.f.,* 1,boursouflure
2080,bouseux,bouseux,n.m.sg.pl.,2,bouseus
2081,boustrophédon,boustrophédon,n.m.,3,boustrofédon
2082,boutefeux,boutefeu,n.m.pl.,2,boutefeus
2083,bouterolle,bouterolle,n.f.,1,bouterole
2084,boutonnage,boutonnage,n.m.,1,boutonage
2085,boutonné,boutonné,adj.,1,boutoné
2085,boutonnée,boutonné,adj.,1,boutonée
2086,boutonner,boutonner,v.,1,boutoner
2087,boutonneux,boutonneux,adj.,1 2,boutoneus
2087,boutonneuse,boutonneux,adj.,1,boutoneuse
2087,boutonneux,boutonneux,n.,1 2,boutoneus
2087,boutonneuse,boutonneux,n.,1,boutoneuse
2088,boutonnier,boutonnier,n.,1,boutonier
2088,boutonnière,boutonnier,n.,1,boutonière
2089,boutonnière,boutonnière,n.f.,1,boutonière
2090,boyaux,boyau,n.m.pl.,2,boyaus
2091,boycott,boycott,n.m.,1,boycot
2092,boycottage,boycottage,n.m.,1,boycotage
2093,boycotter,boycotter,v.tr.,1,boycoter
2094,boycotteur,boycotteur,n.,1,boycoteur
2094,boycotteuse,boycotteur,n.,1,boycoteuse
2095,brachial,brachial,adj.,3,braquial
2095,brachiale,brachial,adj.,3,braquiale
2095,brachiaux,brachial,adj.,2 3,braquiaus
2096,brachialgie,brachialgie,n.f.,3,braquialgie
2097,brachiation,brachiation,n.f.,3,braquiation
2098,brachiopodes,brachiopodes,n.m.pl.,3,braquiopodes
2099,brachiosaure,brachiosaure,n.m.,3,braquiosaure
2100,brachycéphale,brachycéphale,adj.,3,braquicéfale
2100,brachycéphale,brachycéphale,n.,3,braquicéfale
2101,brachydactyle,brachydactyle,adj.,3,braquidactile
2101,brachydactyle,brachydactyle,n.,3,braquidactile
2102,brachyoure,brachyoure,n.m.,3,braquioure
2103,braconnage,braconnage,n.m.,1,braconage
2104,braconner,braconner,v.intr.,1,braconer
2105,braconnier,braconnier,n.,1,braconier
2105,braconnière,braconnier,n.,1,braconière
2106,bractéaux,bractéal,adj.m.pl.,2,bractéaus
2107,bradycardie,bradycardie,n.f.,3,bradicardie
2108,bradykinine,bradykinine,n.f.,3,bradikinine
2109,bradype,bradype,n.m.,3,bradipe
2110,bradypnée,bradypnée,n.f.,3,bradipnée
2111,braguette,braguette,n.f.,1,braguète
2112,branchiaux,branchial,adj.m.pl.,2,branchiaus
2113,branchiopodes,branchiopodes,n.m.pl.,3,branquiopodes
2114,branlette,branlette,n.f.,1,branlète
2115,bréhaigne,bréhaigne,adj.f.,3’,bréaigne
2116,brésilienne,brésilien,adj.f.,1,brésiliène
2116,brésilienne,brésilien,n.f.,1,brésiliène
2117,bretelle,bretelle,n.f.,1,bretèle
2118,bretonne,breton,adj.f.,1,bretone
2118,bretonne,breton,n.f.,1,bretone
2119,bretonnant,bretonnant,adj.,1,bretonant
2119,bretonnante,bretonnant,adj.,1,bretonante
2120,brette,brette,n.f.,1,brète
2121,bretteler,bretteler,v.tr.,1,brèteler
2121,brettelle,bretteler,v.tr.,1,brètèle
2122,bretter,bretter,v.tr.,1,bréter
2122,brette,bretter,v.tr.,1,brète
2123,bretteur,bretteur,n.,1,bréteur
2123,bretteuse,bretteur,n.,1,bréteuse
2124,brevette,breveter,v.tr.,1,brevète
2125,briffer,briffer,v.intr.,1,brifer
2125,briffer,briffer,v.tr.,1,brifer
2126,brillamment,brillamment,adv.,1,brillament
2127,brimbelle,brimbelle,n.f.,1,brimbèle
2128,briquette,briqueter,v.tr.,1,briquète
2129,briquette,briquette,n.f.,1,briquète
2130,britannique,britannique,adj.,1,britanique
2131,brittonique,brittonique,adj.,1,britonique
2131,brittonique,brittonique,n.m.,1,britonique
2132,brocatelle,brocatelle,n.f.,1,brocatèle
2133,brochette,brochette,n.f.,1,brochète
2134,bromhydrique,bromhydrique,adj.,3,bromidrique
2135,bromothymol,bromothymol,n.m.,3,bromotimol
2136,bronchiole,bronchiole,n.f.,3,bronquiole
2137,bronchiolite,bronchiolite,n.f.,3,bronquiolite
2138,bronchodilatateur,bronchodilatateur,adj.,3,broncodilatateur
2138,bronchodilatatrice,bronchodilatateur,adj.,3,broncodilatatrice
2138,bronchodilatateur,bronchodilatateur,n.m.,3,broncodilatateur
2139,bronchopathie,bronchopathie,n.f.,3,broncopatie
2140,bronchopneumonie,bronchopneumonie,n.f.,3,broncopneumonie
2141,bronchopulmonaire,bronchopulmonaire,adj.,3,broncopulmonaire
2142,bronchorrhée,bronchorrhée,n.f.,3,broncorée
2143,bronchoscope,bronchoscope,n.m.,3,broncoscope
2144,bronchoscopie,bronchoscopie,n.f.,3,broncoscopie
2145,bronchospasme,bronchospasme,n.m.,3,broncospasme
2146,bronzette,bronzette,n.f.,1,bronzète
2147,broquette,broquette,n.f.,1,broquète
2148,brouette,brouette,n.f.,1,brouète
2149,brouettée,brouettée,n.f.,1,brouétée
2150,brouetter,brouetter,v.tr.,1,brouéter
2150,brouette,brouetter,v.tr.,1,brouète
2151,brouhaha,brouhaha,n.m.,3’,brouaa
2152,brouillonne,brouillon,adj.f.,1,brouillone
2153,broussailleux,broussailleux,adj.m.sg.pl.,2,broussailleus
2154,brownienne,brownien,adj.f.,1,browniène
2155,brucella,brucella,n.f.,1,brucéla
2156,brucelles,brucelles,n.f.pl.,1,brucèles
2157,brucellose,brucellose,n.f.,1,brucélose
2158,bruineux,bruineux,adj.m.sg.pl.,2,bruineus
2159,brumeux,brumeux,adj.m.sg.pl.,2,brumeus
2160,brunette,brunette,n.f.,1,brunète
2161,bruschetta,bruschetta,n.f.,1 3’,brusquéta
2162,brutaux,brutal,adj.m.pl.,2,brutaus
2163,bruyamment,bruyamment,adv.,1,bruyament
2164,bryone,bryone,n.f.,3,brione
2165,bryophytes,bryophytes,n.f.pl.,3,briofites
2166,bryozoaire,bryozoaire,n.m.,3,briozoaire
2167,buccal,buccal,adj.,1,bucal
2167,buccale,buccal,adj.,1,bucale
2167,buccaux,buccal,adj.,1 2,bucaus
2168,buccodentaire,buccodentaire,adj.,1,bucodentaire
2169,buccogénital,buccogénital,adj.,1,bucogénital
2169,buccogénitale,buccogénital,adj.,1,bucogénitale
2169,buccogénitaux,buccogénital,adj.,1 2,bucogénitaus
2170,buchette,buchette,n.f.,1,buchète
2171,buddleia,buddleia,n.m.,1,budleia
2172,buddléia,buddléia,n.m.,1,budléia
2173,buffet,buffet,n.m.,1,bufet
2174,buffetier,buffetier,n.,1,bufetier
2174,buffetière,buffetier,n.,1,bufetière
2175,buffle,buffle,n.,1,bufle
2175,bufflesse,buffle,n.f.,1,buflesse
2175,bufflonne,buffle,n.f.,1,buflonne
2176,buffleterie,buffleterie,n.f.,1,bufleterie
2177,bufflèterie,bufflèterie,n.f.,1,buflèterie
2178,buffletin,buffletin,n.m.,1,bufletin
2179,bufflon,bufflon,n.m.,1,buflon
2180,buissonnant,buissonnant,adj.,1,buissonant
2180,buissonnante,buissonnant,adj.,1,buissonante
2181,buissonneux,buissonneux,adj.,1 2,buissoneus
2181,buissonneuse,buissonneux,adj.,1,buissoneuse
2182,buissonnier,buissonnier,adj.,1,buissonier
2182,buissonnière,buissonnier,adj.,1,buissonière
2183,bulbeux,bulbeux,adj.m.sg.pl.,2,bulbeus
2184,bulgomme,bulgomme,n.m.,1,bulgome
2185,bullaire,bullaire,n.m.,1,bulaire
2186,bull,bull,n.m.,1,bul
2187,bulldozeur,bulldozeur,n.m.,1,buldozeur
2188,bulle,bulle,n.f.,1,bule
2189,bulle,bulle,n.m.,1,bule
2190,bullé,bullé,adj.,1,bulé
2190,bullée,bullé,adj.,1,bulée
2191,buller,buller,v.intr.,1,buler
2192,bulletin,bulletin,n.m.,1,buletin
